Genus,Trait_group,Trait,Trait_affinity
Cryptolabis,Max_body_size_abbrev,Medium,1
Cryptolabis,Resp_abbrev,Gills,1
Cryptolabis,Rheophily_abbrev,depo,1
Cryptolabis,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Cryptolabis,Voltinism_abbrev,Univoltine,1
Cryptotendipes,Emerge_season_1,Spring,0.25
Cryptotendipes,Emerge_season_1,Summer,0.5
Cryptotendipes,Emerge_season_1,Winter,0.25
Cryptotendipes,Emerge_season_2,Fall,0.666666667
Cryptotendipes,Emerge_season_2,Summer,0.333333333
Cryptotendipes,Feed_prim_abbrev,CG,1
Cryptotendipes,Habit_prim,Sprawler,1
Cryptotendipes,Rheophily_abbrev,depo,0.333333333
Cryptotendipes,Rheophily_abbrev,depo_eros,0.333333333
Cryptotendipes,Rheophily_abbrev,eros,0.333333333
Cryptotendipes,Thermal_pref,Cool-warm eurythermal (5-30 C),0.333333333
Cryptotendipes,Thermal_pref,Warm eurythermal (15-30 C),0.666666667
Cryptotendipes,Voltinism_abbrev,Univoltine,1
Culex,AdultFlyingStrength_abbrev,Weak,1
Culex,Emerge_season_1,Spring,1
Culex,Emerge_season_2,Fall,1
Culex,Emerge_synch_abbrev,Well,1
Culex,Feed_prim_abbrev,CF,0.75
Culex,Feed_prim_abbrev,CG,0.25
Culex,Female_disp_abbrev,Low,1
Culex,Habit_prim,Planktonic,0.142857143
Culex,Habit_prim,Swimmer,0.857142857
Culex,Habit_sec,Swimmer,1
Culex,Max_body_size_abbrev,Small,1
Culex,Resp_abbrev,Plastron_spiracle,1
Culex,Rheophily_abbrev,depo,1
Culex,Thermal_pref,Warm eurythermal (15-30 C),1
Culex,Voltinism_abbrev,Bi_multivoltine,1
Culicoides,AdultFlyingStrength_abbrev,Weak,1
Culicoides,Emerge_season_1,Summer,1
Culicoides,Emerge_season_2,Fall,1
Culicoides,Emerge_synch_abbrev,Poorly,1
Culicoides,Feed_mode_sec,CG,1
Culicoides,Feed_prim_abbrev,PR,1
Culicoides,Female_disp_abbrev,Low,1
Culicoides,Habit_prim,Burrower,1
Culicoides,Habit_sec,Planktonic,1
Culicoides,Max_body_size_abbrev,Small,1
Culicoides,Resp_abbrev,Tegument,1
Culicoides,Rheophily_abbrev,depo,0.25
Culicoides,Rheophily_abbrev,depo_eros,0.75
Culicoides,Thermal_pref,Warm eurythermal (15-30 C),1
Culicoides,Voltinism_abbrev,Bi_multivoltine,0.333333333
Culicoides,Voltinism_abbrev,Univoltine,0.666666667
Culiseta,Emerge_season_1,Spring,1
Culiseta,Emerge_season_2,Fall,1
Culiseta,Feed_mode_sec,CF,1
Culiseta,Feed_prim_abbrev,CF,0.285714286
Culiseta,Feed_prim_abbrev,CG,0.714285714
Culiseta,Habit_prim,Planktonic,0.2
Culiseta,Habit_prim,Swimmer,0.8
Culiseta,Habit_sec,Swimmer,1
Culiseta,Max_body_size_abbrev,Small,1
Culiseta,Resp_abbrev,Plastron_spiracle,1
Culiseta,Rheophily_abbrev,depo,1
Culiseta,Thermal_pref,Warm eurythermal (15-30 C),1
Culiseta,Voltinism_abbrev,Bi_multivoltine,1
Culoptila,AdultFlyingStrength_abbrev,Weak,1
Culoptila,Emerge_season_1,Spring,0.666666667
Culoptila,Emerge_season_1,Summer,0.333333333
Culoptila,Emerge_season_2,Spring,0.5
Culoptila,Emerge_season_2,Summer,0.5
Culoptila,Emerge_synch_abbrev,Well,1
Culoptila,Feed_prim_abbrev,HB,1
Culoptila,Female_disp_abbrev,Low,1
Culoptila,Habit_prim,Clinger,1
Culoptila,Max_body_size_abbrev,Small,1
Culoptila,Resp_abbrev,Tegument,1
Culoptila,Rheophily_abbrev,eros,1
Culoptila,Thermal_pref,Cold-cool eurythermal (0-15 C),0.333333333
Culoptila,Thermal_pref,Warm eurythermal (15-30 C),0.666666667
Culoptila,Voltinism_abbrev,Univoltine,1
Cultus,AdultFlyingStrength_abbrev,Weak,1
Cultus,Emerge_season_1,Spring,0.833333333
Cultus,Emerge_season_1,Winter,0.166666667
Cultus,Emerge_season_2,Spring,0.166666667
Cultus,Emerge_season_2,Summer,0.833333333
Cultus,Emerge_synch_abbrev,Well,1
Cultus,Feed_prim_abbrev,PR,1
Cultus,Female_disp_abbrev,Low,1
Cultus,Habit_prim,Clinger,1
Cultus,Max_body_size_abbrev,Medium,1
Cultus,Resp_abbrev,Tegument,1
Cultus,Rheophily_abbrev,depo_eros,0.222222222
Cultus,Rheophily_abbrev,eros,0.777777778
Cultus,Thermal_pref,Cold-cool eurythermal (0-15 C),0.5
Cultus,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Cultus,Voltinism_abbrev,Univoltine,1
Curicta,AdultFlyingStrength_abbrev,Strong,0.333333333
Curicta,AdultFlyingStrength_abbrev,Weak,0.666666667
Curicta,Emerge_synch_abbrev,Poorly,1
Curicta,Feed_prim_abbrev,PR,1
Curicta,Female_disp_abbrev,Low,1
Curicta,Habit_prim,Climber,0.666666667
Curicta,Habit_prim,Clinger,0.333333333
Curicta,Max_body_size_abbrev,Large,0.666666667
Curicta,Max_body_size_abbrev,Medium,0.333333333
Curicta,Resp_abbrev,Plastron_spiracle,1
Curicta,Rheophily_abbrev,depo,1
Curicta,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Curicta,Voltinism_abbrev,Bi_multivoltine,0.5
Curicta,Voltinism_abbrev,Univoltine,0.5
Cybister,Emerge_season_1,Spring,1
Cybister,Emerge_season_2,Summer,1
Cybister,Feed_prim_abbrev,PR,1
Cybister,Habit_prim,Burrower,0.2
Cybister,Habit_prim,Swimmer,0.8
Cybister,Habit_sec,Swimmer,1
Cybister,Max_body_size_abbrev,Large,1
Cybister,Resp_abbrev,Tegument,1
Cybister,Rheophily_abbrev,depo,1
Cybister,Voltinism_abbrev,Univoltine,1
Cylloepus,Habit_prim,Clinger,1
Cylloepus,Max_body_size_abbrev,Small,1
Cylloepus,Resp_abbrev,Gills,1
Cymatia,Habit_prim,Swimmer,1
Cymatia,Max_body_size_abbrev,Small,1
Cymatia,Resp_abbrev,Plastron_spiracle,1
Cymbiodyta,AdultFlyingStrength_abbrev,Strong,0.5
Cymbiodyta,AdultFlyingStrength_abbrev,Weak,0.5
Cymbiodyta,Emerge_season_1,Summer,1
Cymbiodyta,Emerge_season_2,Fall,1
Cymbiodyta,Emerge_synch_abbrev,Well,1
Cymbiodyta,Feed_mode_sec,SH,1
Cymbiodyta,Feed_prim_abbrev,CG,0.6
Cymbiodyta,Feed_prim_abbrev,PR,0.2
Cymbiodyta,Feed_prim_abbrev,SH,0.2
Cymbiodyta,Female_disp_abbrev,Low,1
Cymbiodyta,Habit_prim,Burrower,0.666666667
Cymbiodyta,Habit_prim,Swimmer,0.333333333
Cymbiodyta,Habit_sec,Climber,1
Cymbiodyta,Max_body_size_abbrev,Medium,0.076923077
Cymbiodyta,Max_body_size_abbrev,Small,0.923076923
Cymbiodyta,Resp_abbrev,Tegument,1
Cymbiodyta,Rheophily_abbrev,depo_eros,1
Cymbiodyta,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Cymbiodyta,Voltinism_abbrev,Univoltine,1
Cyphomella,Feed_prim_abbrev,CG,1
Cyphomella,Habit_prim,Burrower,1
Cyrnellus,AdultFlyingStrength_abbrev,Weak,1
Cyrnellus,Emerge_synch_abbrev,Well,1
Cyrnellus,Feed_prim_abbrev,CF,1
Cyrnellus,Female_disp_abbrev,High,1
Cyrnellus,Habit_prim,Clinger,1
Cyrnellus,Max_body_size_abbrev,Medium,0.75
Cyrnellus,Max_body_size_abbrev,Small,0.25
Cyrnellus,Resp_abbrev,Tegument,1
Cyrnellus,Rheophily_abbrev,depo,0.25
Cyrnellus,Rheophily_abbrev,eros,0.75
Cyrnellus,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Cyrnellus,Voltinism_abbrev,Univoltine,1
Dannella,Emerge_season_1,Spring,0.666666667
Dannella,Emerge_season_1,Winter,0.333333333
Dannella,Emerge_season_2,Summer,1
Dannella,Feed_prim_abbrev,CG,1
Dannella,Habit_prim,Clinger,1
Dannella,Max_body_size_abbrev,Small,1
Dannella,Resp_abbrev,Gills,1
Dannella,Rheophily_abbrev,depo,0.75
Dannella,Rheophily_abbrev,eros,0.25
Dannella,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Dannella,Voltinism_abbrev,Univoltine,1
Dasycorixa,Feed_prim_abbrev,CG,1
Dasycorixa,Habit_prim,Swimmer,1
Dasycorixa,Max_body_size_abbrev,Small,1
Dasycorixa,Resp_abbrev,Plastron_spiracle,1
Dasyhelea,AdultFlyingStrength_abbrev,Weak,1
Dasyhelea,Emerge_synch_abbrev,Poorly,1
Dasyhelea,Feed_mode_sec,HB,1
Dasyhelea,Feed_prim_abbrev,CG,1
Dasyhelea,Female_disp_abbrev,Low,1
Dasyhelea,Habit_prim,Sprawler,1
Dasyhelea,Habit_sec,Climber,1
Dasyhelea,Max_body_size_abbrev,Small,1
Dasyhelea,Resp_abbrev,Tegument,1
Dasyhelea,Rheophily_abbrev,depo_eros,1
Dasyhelea,Voltinism_abbrev,Univoltine,1
Demeijerea,Emerge_season_1,Summer,1
Demeijerea,Emerge_season_2,Fall,1
Demeijerea,Rheophily_abbrev,depo,1
Demeijerea,Thermal_pref,Warm eurythermal (15-30 C),1
Demicryptochironomus,AdultFlyingStrength_abbrev,Strong,1
Demicryptochironomus,Feed_prim_abbrev,CG,1
Demicryptochironomus,Habit_prim,Burrower,1
Demicryptochironomus,Max_body_size_abbrev,Small,1
Demicryptochironomus,Resp_abbrev,Tegument,1
Demicryptochironomus,Rheophily_abbrev,eros,1
Demicryptochironomus,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Demicryptochironomus,Voltinism_abbrev,Bi_multivoltine,0.5
Demicryptochironomus,Voltinism_abbrev,Semivoltine,0.5
Dentatella,Emerge_season_1,Fall,1
Dentatella,Emerge_season_2,Fall,1
Dentatella,Feed_prim_abbrev,HB,1
Dentatella,Max_body_size_abbrev,Medium,0.25
Dentatella,Max_body_size_abbrev,Small,0.75
Dentatella,Resp_abbrev,Gills,1
Dentatella,Thermal_pref,Cold-cool eurythermal (0-15 C),0.5
Dentatella,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Derallus,Feed_prim_abbrev,HB,0.666666667
Derallus,Feed_prim_abbrev,PR,0.333333333
Derallus,Habit_prim,Climber,0.25
Derallus,Habit_prim,Swimmer,0.75
Derallus,Max_body_size_abbrev,Small,1
Deronectes,Feed_prim_abbrev,PR,1
Deronectes,Habit_prim,Swimmer,1
Derovatellus,Feed_prim_abbrev,PR,1
Derovatellus,Habit_prim,Swimmer,1
Derovatellus,Habit_sec,Climber,1
Derovatellus,Max_body_size_abbrev,Small,1
Derovatellus,Rheophily_abbrev,depo,1
Desmona,Feed_prim_abbrev,SH,1
Desmona,Habit_prim,Burrower,1
Desmona,Max_body_size_abbrev,Medium,1
Desmona,Resp_abbrev,Gills,1
Desmona,Rheophily_abbrev,depo,1
Desmona,Voltinism_abbrev,Univoltine,1
Desmopachria,Emerge_season_1,Spring,1
Desmopachria,Emerge_season_2,Summer,1
Desmopachria,Feed_prim_abbrev,PR,1
Desmopachria,Habit_prim,Swimmer,1
Desmopachria,Habit_sec,Climber,1
Desmopachria,Max_body_size_abbrev,Small,1
Desmopachria,Resp_abbrev,Tegument,1
Desmopachria,Voltinism_abbrev,Bi_multivoltine,1
Despaxia,AdultFlyingStrength_abbrev,Weak,1
Despaxia,Emerge_season_1,Winter,1
Despaxia,Emerge_season_2,Fall,1
Despaxia,Emerge_synch_abbrev,Well,1
Despaxia,Feed_prim_abbrev,SH,1
Despaxia,Female_disp_abbrev,Low,1
Despaxia,Habit_prim,Sprawler,1
Despaxia,Max_body_size_abbrev,Small,1
Despaxia,Resp_abbrev,Tegument,1
Despaxia,Rheophily_abbrev,depo_eros,1
Despaxia,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Despaxia,Voltinism_abbrev,Univoltine,1
Deuterophlebia,AdultFlyingStrength_abbrev,Weak,1
Deuterophlebia,Emerge_season_1,Summer,1
Deuterophlebia,Emerge_season_2,Summer,1
Deuterophlebia,Emerge_synch_abbrev,Well,1
Deuterophlebia,Feed_prim_abbrev,HB,1
Deuterophlebia,Female_disp_abbrev,Low,1
Deuterophlebia,Habit_prim,Clinger,1
Deuterophlebia,Max_body_size_abbrev,Small,1
Deuterophlebia,Resp_abbrev,Tegument,1
Deuterophlebia,Rheophily_abbrev,eros,1
Deuterophlebia,Thermal_pref,Cold-cool eurythermal (0-15 C),0.666666667
Deuterophlebia,Thermal_pref,Warm eurythermal (15-30 C),0.333333333
Deuterophlebia,Voltinism_abbrev,Bi_multivoltine,0.2
Deuterophlebia,Voltinism_abbrev,Univoltine,0.8
Diamesa,AdultFlyingStrength_abbrev,Strong,1
Diamesa,Emerge_season_1,Summer,0.5
Diamesa,Emerge_season_1,Winter,0.5
Diamesa,Emerge_season_2,Summer,1
Diamesa,Feed_mode_sec,HB,1
Diamesa,Feed_prim_abbrev,CG,1
Diamesa,Habit_prim,Sprawler,1
Diamesa,Max_body_size_abbrev,Medium,0.75
Diamesa,Max_body_size_abbrev,Small,0.25
Diamesa,Resp_abbrev,Tegument,1
Diamesa,Rheophily_abbrev,eros,1
Diamesa,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Diamesa,Thermal_pref,Warm eurythermal (15-30 C),0.5
Diamesa,Voltinism_abbrev,Bi_multivoltine,0.833333333
Diamesa,Voltinism_abbrev,Univoltine,0.166666667
Dibusa,AdultFlyingStrength_abbrev,Weak,1
Dibusa,Emerge_season_1,Spring,1
Dibusa,Emerge_season_2,Spring,1
Dibusa,Emerge_synch_abbrev,Well,1
Dibusa,Feed_prim_abbrev,HB,0.857142857
Dibusa,Feed_prim_abbrev,SH,0.142857143
Dibusa,Female_disp_abbrev,High,1
Dibusa,Habit_prim,Clinger,1
Dibusa,Max_body_size_abbrev,Small,1
Dibusa,Resp_abbrev,Tegument,1
Dibusa,Rheophily_abbrev,depo_eros,1
Dibusa,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Dibusa,Voltinism_abbrev,Bi_multivoltine,0.333333333
Dibusa,Voltinism_abbrev,Univoltine,0.666666667
Dicosmoecus,AdultFlyingStrength_abbrev,Weak,1
Dicosmoecus,Emerge_synch_abbrev,Well,1
Dicosmoecus,Feed_prim_abbrev,HB,1
Dicosmoecus,Female_disp_abbrev,Low,1
Dicosmoecus,Habit_prim,Sprawler,1
Dicosmoecus,Max_body_size_abbrev,Large,1
Dicosmoecus,Resp_abbrev,Gills,1
Dicosmoecus,Rheophily_abbrev,depo_eros,0.333333333
Dicosmoecus,Rheophily_abbrev,eros,0.666666667
Dicosmoecus,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Dicosmoecus,Voltinism_abbrev,Semivoltine,1
Dicranota,AdultFlyingStrength_abbrev,Weak,1
Dicranota,Emerge_synch_abbrev,Poorly,1
Dicranota,Feed_prim_abbrev,PR,0.833333333
Dicranota,Feed_prim_abbrev,SH,0.166666667
Dicranota,Female_disp_abbrev,Low,1
Dicranota,Habit_prim,Burrower,0.666666667
Dicranota,Habit_prim,Sprawler,0.333333333
Dicranota,Max_body_size_abbrev,Large,0.2
Dicranota,Max_body_size_abbrev,Medium,0.8
Dicranota,Resp_abbrev,Gills,0.8
Dicranota,Resp_abbrev,Plastron_spiracle,0.2
Dicranota,Rheophily_abbrev,depo_eros,0.8
Dicranota,Rheophily_abbrev,eros,0.2
Dicranota,Thermal_pref,Cool-warm eurythermal (5-30 C),0.5
Dicranota,Thermal_pref,Warm eurythermal (15-30 C),0.5
Dicranota,Voltinism_abbrev,Univoltine,1
Dicrotendipes,AdultFlyingStrength_abbrev,Strong,1
Dicrotendipes,Emerge_season_1,Spring,0.222222222
Dicrotendipes,Emerge_season_1,Summer,0.333333333
Dicrotendipes,Emerge_season_1,Winter,0.444444444
Dicrotendipes,Emerge_season_2,Fall,0.8
Dicrotendipes,Emerge_season_2,Spring,0.2
Dicrotendipes,Feed_mode_sec,CF,1
Dicrotendipes,Feed_prim_abbrev,CG,1
Dicrotendipes,Habit_prim,Burrower,1
Dicrotendipes,Max_body_size_abbrev,Small,1
Dicrotendipes,Resp_abbrev,Tegument,1
Dicrotendipes,Rheophily_abbrev,depo,0.363636364
Dicrotendipes,Rheophily_abbrev,depo_eros,0.454545455
Dicrotendipes,Rheophily_abbrev,eros,0.181818182
Dicrotendipes,Thermal_pref,Cold-cool eurythermal (0-15 C),0.222222222
Dicrotendipes,Thermal_pref,Cool-warm eurythermal (5-30 C),0.444444444
Dicrotendipes,Thermal_pref,Warm eurythermal (15-30 C),0.333333333
Dicrotendipes,Voltinism_abbrev,Bi_multivoltine,1
Didymops,AdultFlyingStrength_abbrev,Strong,1
Didymops,Emerge_season_1,Spring,0.777777778
Didymops,Emerge_season_1,Winter,0.222222222
Didymops,Emerge_season_2,Fall,0.111111111
Didymops,Emerge_season_2,Spring,0.444444444
Didymops,Emerge_season_2,Summer,0.444444444
Didymops,Emerge_synch_abbrev,Well,1
Didymops,Feed_prim_abbrev,PR,1
Didymops,Female_disp_abbrev,High,1
Didymops,Habit_prim,Sprawler,1
Didymops,Max_body_size_abbrev,Large,1
Didymops,Resp_abbrev,Gills,1
Didymops,Rheophily_abbrev,depo,0.857142857
Didymops,Rheophily_abbrev,depo_eros,0.142857143
Didymops,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Didymops,Voltinism_abbrev,Semivoltine,1
Dimecoenia,AdultFlyingStrength_abbrev,Strong,1
Dimecoenia,Feed_prim_abbrev,CF,0.5
Dimecoenia,Feed_prim_abbrev,SH,0.5
Dimecoenia,Habit_prim,Burrower,1
Dimecoenia,Max_body_size_abbrev,Small,1
Dimecoenia,Resp_abbrev,Plastron_spiracle,1
Dimecoenia,Rheophily_abbrev,depo,1
Dimecoenia,Voltinism_abbrev,Bi_multivoltine,1
Dineutus,AdultFlyingStrength_abbrev,Strong,1
Dineutus,Emerge_season_1,Summer,1
Dineutus,Emerge_season_2,Summer,1
Dineutus,Emerge_synch_abbrev,Well,1
Dineutus,Feed_prim_abbrev,PR,1
Dineutus,Female_disp_abbrev,High,1
Dineutus,Habit_prim,Skater,0.166666667
Dineutus,Habit_prim,Swimmer,0.833333333
Dineutus,Max_body_size_abbrev,Medium,1
Dineutus,Resp_abbrev,Gills,0.5
Dineutus,Resp_abbrev,Tegument,0.5
Dineutus,Rheophily_abbrev,depo,1
Dineutus,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Dineutus,Voltinism_abbrev,Univoltine,1
Diphetor,AdultFlyingStrength_abbrev,Weak,1
Diphetor,Emerge_season_1,Spring,0.4
Diphetor,Emerge_season_1,Summer,0.6
Diphetor,Emerge_season_2,Fall,0.75
Diphetor,Emerge_season_2,Summer,0.25
Diphetor,Emerge_synch_abbrev,Poorly,1
Diphetor,Feed_prim_abbrev,CG,1
Diphetor,Female_disp_abbrev,Low,1
Diphetor,Habit_prim,Swimmer,1
Diphetor,Habit_sec,Clinger,1
Diphetor,Max_body_size_abbrev,Small,1
Diphetor,Resp_abbrev,Gills,1
Diphetor,Rheophily_abbrev,depo_eros,0.6
Diphetor,Rheophily_abbrev,eros,0.4
Diphetor,Thermal_pref,Cold-cool eurythermal (0-15 C),0.5
Diphetor,Thermal_pref,Cool-warm eurythermal (5-30 C),0.333333333
Diphetor,Thermal_pref,Warm eurythermal (15-30 C),0.166666667
Diphetor,Voltinism_abbrev,Bi_multivoltine,1
Diplectrona,AdultFlyingStrength_abbrev,Weak,1
Diplectrona,Emerge_season_1,Spring,0.823529412
Diplectrona,Emerge_season_1,Summer,0.176470588
Diplectrona,Emerge_season_2,Fall,0.230769231
Diplectrona,Emerge_season_2,Summer,0.769230769
Diplectrona,Emerge_synch_abbrev,Well,1
Diplectrona,Feed_mode_sec,PR,1
Diplectrona,Feed_prim_abbrev,CF,0.857142857
Diplectrona,Feed_prim_abbrev,CG,0.071428571
Diplectrona,Feed_prim_abbrev,PR,0.071428571
Diplectrona,Female_disp_abbrev,Low,1
Diplectrona,Habit_prim,Clinger,1
Diplectrona,Max_body_size_abbrev,Medium,0.888888889
Diplectrona,Max_body_size_abbrev,Small,0.111111111
Diplectrona,Resp_abbrev,Gills,0.75
Diplectrona,Resp_abbrev,Tegument,0.25
Diplectrona,Rheophily_abbrev,eros,1
Diplectrona,Thermal_pref,Cold-cool eurythermal (0-15 C),0.888888889
Diplectrona,Thermal_pref,Cool-warm eurythermal (5-30 C),0.111111111
Diplectrona,Voltinism_abbrev,Semivoltine,0.071428571
Diplectrona,Voltinism_abbrev,Univoltine,0.928571429
Diplocladius,Emerge_season_1,Winter,1
Diplocladius,Emerge_season_2,Spring,1
Diplocladius,Feed_prim_abbrev,CG,1
Diplocladius,Habit_prim,Sprawler,1
Diplocladius,Thermal_pref,Cold stenothermal (<5 C),1
Diplocladius,Voltinism_abbrev,Univoltine,1
Diploperla,AdultFlyingStrength_abbrev,Weak,1
Diploperla,Emerge_season_1,Fall,0.5
Diploperla,Emerge_season_1,Spring,0.5
Diploperla,Emerge_season_2,Spring,0.5
Diploperla,Emerge_season_2,Summer,0.5
Diploperla,Emerge_synch_abbrev,Well,1
Diploperla,Feed_prim_abbrev,PR,1
Diploperla,Female_disp_abbrev,Low,1
Diploperla,Habit_prim,Clinger,1
Diploperla,Max_body_size_abbrev,Large,0.428571429
Diploperla,Max_body_size_abbrev,Medium,0.571428571
Diploperla,Resp_abbrev,Gills,0.333333333
Diploperla,Resp_abbrev,Tegument,0.666666667
Diploperla,Rheophily_abbrev,eros,1
Diploperla,Thermal_pref,Cold-cool eurythermal (0-15 C),0.5
Diploperla,Thermal_pref,Warm eurythermal (15-30 C),0.5
Diploperla,Voltinism_abbrev,Univoltine,1
Discocerina,Feed_prim_abbrev,CG,1
Discocerina,Habit_prim,Burrower,1
Discocerina,Rheophily_abbrev,depo,1
Discocerina,Voltinism_abbrev,Bi_multivoltine,1
Discomyza,Feed_prim_abbrev,PA,1
Discomyza,Habit_prim,Burrower,1
Diura,AdultFlyingStrength_abbrev,Weak,1
Diura,Emerge_season_1,Spring,1
Diura,Emerge_season_2,Summer,1
Diura,Emerge_synch_abbrev,Well,1
Diura,Feed_prim_abbrev,HB,1
Diura,Female_disp_abbrev,Low,1
Diura,Habit_prim,Clinger,1
Diura,Max_body_size_abbrev,Medium,1
Diura,Resp_abbrev,Gills,0.333333333
Diura,Resp_abbrev,Tegument,0.666666667
Diura,Rheophily_abbrev,eros,1
Diura,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Diura,Voltinism_abbrev,Univoltine,1
Dixa,AdultFlyingStrength_abbrev,Weak,1
Dixa,Emerge_synch_abbrev,Well,1
Dixa,Feed_prim_abbrev,CF,0.25
Dixa,Feed_prim_abbrev,CG,0.75
Dixa,Female_disp_abbrev,Low,1
Dixa,Habit_prim,Climber,0.142857143
Dixa,Habit_prim,Swimmer,0.857142857
Dixa,Habit_sec,Climber,1
Dixa,Max_body_size_abbrev,Medium,0.5
Dixa,Max_body_size_abbrev,Small,0.5
Dixa,Resp_abbrev,Plastron_spiracle,1
Dixa,Rheophily_abbrev,eros,1
Dixa,Thermal_pref,Cold-cool eurythermal (0-15 C),0.5
Dixa,Thermal_pref,Warm eurythermal (15-30 C),0.5
Dixa,Voltinism_abbrev,Univoltine,1
Dixella,AdultFlyingStrength_abbrev,Weak,1
Dixella,Emerge_synch_abbrev,Well,1
Dixella,Feed_prim_abbrev,CG,1
Dixella,Female_disp_abbrev,Low,1
Dixella,Habit_prim,Swimmer,1
Dixella,Habit_sec,Climber,1
Dixella,Max_body_size_abbrev,Medium,0.5
Dixella,Max_body_size_abbrev,Small,0.5
Dixella,Resp_abbrev,Plastron_spiracle,1
Dixella,Rheophily_abbrev,depo_eros,1
Dixella,Thermal_pref,Cool-warm eurythermal (5-30 C),1
Dixella,Voltinism_abbrev,Univoltine,1
Djalmabatista,Feed_prim_abbrev,PR,1
Djalmabatista,Habit_prim,Sprawler,1
Doddsia,AdultFlyingStrength_abbrev,Weak,1
Doddsia,Emerge_season_1,Winter,1
Doddsia,Emerge_season_2,Summer,1
Doddsia,Emerge_synch_abbrev,Well,1
Doddsia,Feed_prim_abbrev,HB,1
Doddsia,Female_disp_abbrev,Low,1
Doddsia,Habit_prim,Sprawler,1
Doddsia,Max_body_size_abbrev,Medium,1
Doddsia,Resp_abbrev,Tegument,1
Doddsia,Rheophily_abbrev,depo_eros,1
Doddsia,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Doddsia,Voltinism_abbrev,Univoltine,1
Doithrix,Emerge_season_1,Summer,1
Doithrix,Emerge_synch_abbrev,Well,1
Doithrix,Max_body_size_abbrev,Small,1
Doithrix,Voltinism_abbrev,Univoltine,1
Dolania,Rheophily_abbrev,eros,1
Dolania,Voltinism_abbrev,Semivoltine,1
Dolichocephala,AdultFlyingStrength_abbrev,Weak,1
Dolichocephala,Emerge_synch_abbrev,Well,1
Dolichocephala,Feed_prim_abbrev,PR,1
Dolichocephala,Female_disp_abbrev,Low,1
Dolichocephala,Habit_prim,Sprawler,1
Dolichocephala,Max_body_size_abbrev,Medium,1
Dolichocephala,Resp_abbrev,Tegument,1
Dolichocephala,Rheophily_abbrev,depo_eros,1
Dolichocephala,Voltinism_abbrev,Univoltine,1
Dolichopus,Feed_prim_abbrev,PR,1
Dolichopus,Habit_prim,Sprawler,1
Dolichopus,Habit_sec,Burrower,1
Dolichopus,Max_body_size_abbrev,Medium,1
Dolophilodes,AdultFlyingStrength_abbrev,Weak,1
Dolophilodes,Emerge_season_1,Winter,1
Dolophilodes,Emerge_synch_abbrev,Well,1
Dolophilodes,Feed_prim_abbrev,CF,1
Dolophilodes,Female_disp_abbrev,Low,1
Dolophilodes,Habit_prim,Clinger,1
Dolophilodes,Max_body_size_abbrev,Large,0.166666667
Dolophilodes,Max_body_size_abbrev,Medium,0.166666667
Dolophilodes,Max_body_size_abbrev,Small,0.666666667
Dolophilodes,Resp_abbrev,Tegument,1
Dolophilodes,Rheophily_abbrev,eros,1
Dolophilodes,Thermal_pref,Cool-warm eurythermal (5-30 C),0.666666667
Dolophilodes,Thermal_pref,Warm eurythermal (15-30 C),0.333333333
Dolophilodes,Voltinism_abbrev,Bi_multivoltine,0.2
Dolophilodes,Voltinism_abbrev,Univoltine,0.8
Donacia,Feed_prim_abbrev,SH,1
Donacia,Habit_prim,Clinger,1
Donacia,Max_body_size_abbrev,Small,1
Donacia,Resp_abbrev,Plastron_spiracle,1
Donacia,Voltinism_abbrev,Univoltine,1
Doncricotopus,Feed_prim_abbrev,CG,1
Dorocordulia,AdultFlyingStrength_abbrev,Strong,1
Dorocordulia,Emerge_season_1,Spring,0.75
Dorocordulia,Emerge_season_1,Summer,0.25
Dorocordulia,Emerge_season_2,Summer,1
Dorocordulia,Feed_prim_abbrev,PR,1
Dorocordulia,Habit_prim,Climber,1
Dorocordulia,Habit_sec,Sprawler,1
Dorocordulia,Max_body_size_abbrev,Large,1
Dorocordulia,Rheophily_abbrev,depo,1
Doroneuria,AdultFlyingStrength_abbrev,Weak,1
Doroneuria,Emerge_season_1,Spring,1
Doroneuria,Emerge_season_2,Fall,1
Doroneuria,Emerge_synch_abbrev,Well,1
Doroneuria,Feed_prim_abbrev,PR,1
Doroneuria,Female_disp_abbrev,High,1
Doroneuria,Habit_prim,Clinger,1
Doroneuria,Max_body_size_abbrev,Large,1
Doroneuria,Resp_abbrev,Gills,1
Doroneuria,Rheophily_abbrev,eros,1
Doroneuria,Thermal_pref,Cold-cool eurythermal (0-15 C),1
Doroneuria,Voltinism_abbrev,Semivoltine,1
